id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_solicitado,taxa_juros,possibilidade_inadimplencia,percentual_renda,tempo_historico_solicitacoes,adimplente
6ahyrbnj-jtzi,46,60350,Alugado,3,Pessoal,A,10000,8.94,0,0.17,17,N
jdcd3fkw-glhb,27,38250,Alugado,1,Médico,A,5000,7.51,0,0.13,5,N
ulibftur-bjup,31,73000,Hipotecada,3,"Reforma residencial",B,15000,NULL,0,0.21,8,N
ppr4tt9c-vn7l,22,54400,Alugado,2,Médico,E,7000,NULL,1,0.11,2,S
yuuqsqwm-etqc,22,25200,Alugado,7,"Pegamento de dívidas",D,7500,14.96,1,0.3,3,N
uuqe0mew-edu5,35,30000,Alugado,0,Médico,C,9000,13.92,0,0.3,7,S
bnoglyei-fk6e,41,53000,Hipotecada,20,Empreendimento,C,11000,NULL,0,0.21,14,S
vhwdiq9u-flqy,32,78096,Hipotecada,4,Educação,B,10000,10.99,0,0.13,5,N
teg7y1mj-r7bg,30,94000,Hipotecada,13,Educação,C,10000,14.27,0,0.11,6,N
pb5ran48-2b0p,26,36000,Alugado,NULL,Médico,C,7000,13.98,1,0.19,2,S
bnkvmzr6-cnqb,37,85000,Hipotecada,4,"Reforma residencial",B,5500,12.69,0,0.06,11,N
f4elba0i-t0nb,46,70000,Hipotecada,5,Pessoal,A,8000,7.29,0,0.11,13,N
szcrz9ot-jnve,22,57000,Hipotecada,6,Pessoal,B,11425,9.91,0,0.2,4,N
exed7ygw-ytth,37,52000,Alugado,21,"Reforma residencial",B,10000,11.71,0,0.19,14,N
yzdnoys8-nczw,37,47000,Hipotecada,4,Pessoal,A,7000,NULL,0,0.15,11,N
x8ozojz1-b85q,37,144000,Hipotecada,15,Educação,C,10000,14.17,0,0.07,14,S
kcfd5hzs-5uy8,30,37200,Própria,NULL,Empreendimento,A,10000,6.03,0,0.27,10,N
plom7fld-zfpo,25,53000,Hipotecada,4,"Reforma residencial",A,6000,6.62,0,0.11,3,N
g5nsdpdb-jm7m,23,38400,Alugado,3,"Pegamento de dívidas",A,6250,8.9,0,0.16,4,N
2ukt30ys-nxk2,22,16800,Hipotecada,0,"Pegamento de dívidas",C,4750,13.85,1,0.28,4,S
sfb1cqhi-cwc5,30,76200,Hipotecada,3,"Reforma residencial",A,3200,8.49,0,0.04,7,N
jx3ky8vk-02mt,27,130000,Hipotecada,1,"Reforma residencial",B,21000,10.62,0,0.16,7,N
v96jzpgl-4pjo,27,34040,Alugado,3,Médico,B,5000,10.25,1,0.15,10,N
k9acn6vq-knve,24,45996,Alugado,9,Pessoal,B,3500,12.21,1,0.08,2,N
0oowwjcm-7gin,26,83000,Hipotecada,11,"Pegamento de dívidas",B,25000,NULL,0,0.3,3,N
5gmnre3w-snap,23,50004,Hipotecada,7,Pessoal,A,6000,NULL,0,0.12,3,N
0zydrnnf-mzu8,25,52000,Alugado,4,Educação,B,15000,12.18,0,0.29,4,N
cogyygxd-gw8y,26,75000,Hipotecada,6,"Reforma residencial",C,29700,12.99,0,0.4,4,S
7tytyuhk-gkwt,25,121000,Hipotecada,1,Educação,B,3600,11.83,0,0.03,3,N
ijq16uzl-vyyc,23,66000,Hipotecada,3,Empreendimento,A,6000,7.88,0,0.09,2,N
oqcclapq-amnx,22,71000,Alugado,5,Médico,C,3000,14.65,0,0.04,4,N
imzm2mh8-125s,32,75000,Alugado,3,Empreendimento,D,12800,14.74,0,0.17,6,S
ma9myzcd-hgjk,29,50700,Alugado,5,"Reforma residencial",B,12000,12.42,0,0.24,6,N
zvvvaq3d-qqyz,24,27500,Alugado,0,Pessoal,E,5000,15.07,1,0.18,4,S
aqbsbajq-jefl,22,72000,NULL,1,Empreendimento,B,22100,7.29,NULL,0.31,5,N
qukrckoq-z9pb,28,64049,Hipotecada,7,Educação,B,NULL,9.32,NULL,0.08,7,N
dh8hxk2t-5nre,34,70596,Hipotecada,18,"Pegamento de dívidas",B,10000,11.26,0,0.14,9,N
ml8ieing-gss8,22,NULL,Hipotecada,6,Pessoal,A,6000,11.46,0,NULL,3,N
spmms6hv-qkle,24,77350,Hipotecada,2,"Pegamento de dívidas",C,4800,13.79,0,0.06,4,S
ltn5jif7-depy,34,60000,Alugado,14,Médico,C,10000,13.57,0,0.17,6,N
knmmnytq-6kmr,24,21600,Alugado,0,Educação,C,6600,12.68,1,0.31,4,S
sy2kda7w-alqq,25,70224,Hipotecada,1,Educação,C,21000,13.22,0,0.3,4,N
cmflqmaz-jzij,27,56888,Alugado,8,"Reforma residencial",D,8000,16.29,0,0.14,5,N
g5trsc7z-dcxa,22,59000,Hipotecada,7,"Reforma residencial",D,4900,15.62,1,0.08,4,S
h6jgffyb-jgnt,36,33600,Alugado,3,Educação,B,12000,11.36,1,0.36,13,N
zhgoe9kf-geo6,24,38112,Alugado,2,Pessoal,A,6800,7.68,0,0.18,3,N
y3wqzh19-l6pw,23,70000,Hipotecada,2,Educação,A,24000,8.9,0,0.34,4,N
fbvkexeo-xmxs,27,95004,Hipotecada,1,Pessoal,A,15000,7.51,0,0.16,9,N
7vpnmp2k-giex,30,150000,Alugado,2,Empreendimento,B,21000,12.62,0,0.14,9,N
9vje8aym-xhyw,24,57431,Hipotecada,8,Pessoal,A,4000,6.76,0,0.07,3,N
crjhgl4e-4qrr,26,24856,Alugado,0,"Pegamento de dívidas",A,3000,9.32,0,0.12,4,N
phqmislp-vzkw,40,80004,Hipotecada,15,Educação,A,9500,7.51,0,0.12,12,N
f00byixi-wrrb,24,51160,Alugado,5,"Pegamento de dívidas",B,10000,10.75,0,0.2,3,N
oxmguu9p-iakx,23,48500,Hipotecada,8,Pessoal,,6000,7.14,NULL,0.17,4,N
xtfsi7ae-h3br,58,49000,Hipotecada,34,Médico,D,7500,13.55,1,0.15,24,S
d75ccxq5-94jr,27,81193,Alugado,2,"Pegamento de dívidas",B,12000,10.71,0,0.15,6,N
gafjn6zh-r4ri,24,130000,Própria,8,Empreendimento,B,22800,NULL,0,0.18,2,N
swk3wmft-95fn,25,95000,Hipotecada,5,Empreendimento,B,NULL,13.48,NULL,0.33,8,N
itfgggap-pg9f,25,95000,Alugado,4,Pessoal,C,8000,15.23,0,0.08,4,N
chwggrcw-wwqe,37,44700,Alugado,0,"Pegamento de dívidas",A,9000,8.59,0,0.2,16,N
vknxibma-c4f0,23,110000,Alugado,2,Empreendimento,B,20000,NULL,0,0.18,2,N
p7qs1tvw-bmb8,22,59000,"Outros casos",3,Médico,D,12000,NULL,1,0.2,3,S
h0lujybt-qiib,35,120000,Alugado,4,Empreendimento,B,12000,10.99,0,0.1,5,N
sucstdwd-awt5,33,46000,Hipotecada,8,Pessoal,,NULL,6.62,0,0.07,7,N
y8awgdex-tdox,28,35000,Alugado,2,Educação,C,12500,NULL,1,0.36,10,N
eknp8obd-ep8q,24,28800,Alugado,5,Pessoal,A,8000,NULL,0,0.28,3,N
v3rqynzx-rod6,32,54000,Alugado,2,"Reforma residencial",E,6000,15.95,1,0.11,7,N
nl89tt9g-hc2r,22,175000,Hipotecada,6,Médico,B,18000,NULL,0,0.1,3,N
fcmckhom-a3f7,31,35004,Alugado,2,Educação,C,2700,13.49,0,0.08,5,N
aocmeqcv-pwoa,26,48000,Alugado,4,Médico,A,24000,NULL,1,0.5,3,N
cnmjvwqz-2vga,22,48000,Própria,4,Pessoal,B,2400,11.46,0,0.05,3,N
zey6te9w-kooo,22,40000,Hipotecada,6,"Pegamento de dívidas",A,4750,NULL,0,0.12,3,N
idsf7zwd-gazu,47,NULL,Hipotecada,NULL,"Pegamento de dívidas",A,24000,10.99,NULL,0.4,4,N
g5zjyvi8-g2rd,42,75744,Alugado,2,Educação,D,12000,14.91,1,0.16,12,S
txnu5mnd-ufsa,26,39996,Alugado,0,Médico,B,12000,NULL,0,0.3,3,N
behpvdwd-pthz,27,105000,Hipotecada,7,Educação,A,11000,7.49,0,0.1,5,N
qnk8odiq-9cjz,23,65000,Alugado,2,"Pegamento de dívidas",C,8000,14.72,0,0.12,2,S
zdw9ydux-5ueu,38,106000,Hipotecada,4,"Reforma residencial",C,5000,12.99,0,0.05,12,S
6xq8dklx-6mm8,21,60000,Hipotecada,5,"Pegamento de dívidas",C,5000,13.48,0,0.08,2,N
1qw0ztuj-vulf,26,49200,Hipotecada,8,Educação,A,4800,6.17,0,0.1,3,N
twronrf2-iqdu,29,64000,Alugado,3,"Pegamento de dívidas",D,9000,NULL,1,0.14,6,S
1dkk8i5k-1btm,30,65000,Hipotecada,3,Empreendimento,D,20000,16.77,0,0.31,6,S
88vuugqs-zbes,24,92004,Alugado,8,Empreendimento,D,12000,14.46,0,0.13,2,S
dxhxx6fi-uyzb,24,110000,Hipotecada,8,Pessoal,C,5600,12.98,0,0.05,4,S
jtwd9uw1-okcp,27,125000,Hipotecada,11,Pessoal,C,15975,12.72,0,0.13,8,S
g23oooje-weqp,24,72000,Alugado,0,"Pegamento de dívidas",A,16875,6.54,0,0.23,4,N
mentedzl-dggy,NULL,69936,Hipotecada,11,NULL,A,14400,5.79,0,0.1,4,N
rsl2sltf-njly,22,72000,Alugado,6,Educação,E,15000,17.19,0,0.21,4,N
mh9gbh2k-yjot,39,44531,Alugado,0,"Pegamento de dívidas",B,15000,12.53,1,0.34,13,N
dwahwsdl-ecjr,25,31920,Hipotecada,8,Médico,C,4500,NULL,0,0.14,2,S
tecs2qyy-k6zm,37,60000,Alugado,0,"Pegamento de dívidas",C,3000,12.53,0,0.05,11,S
ceaiwikc-y2ca,36,130000,Alugado,0,Médico,B,18000,11.71,0,0.14,14,N
xwztnozl-822x,23,28000,Alugado,0,Educação,A,8700,6.03,1,0.31,2,N
02pcycja-rwii,22,60000,Hipotecada,1,Médico,A,10000,7.9,0,0.17,4,N
cogbarzy-3eto,31,75000,Hipotecada,2,Educação,A,12000,7.29,0,0.16,10,N
ajkgo3wu-kn6t,25,24000,Alugado,2,Empreendimento,B,8500,9.88,1,0.35,4,N
sukgfwcx-2l6h,24,16800,Alugado,2,"Pegamento de dívidas",D,6000,14.84,1,0.36,4,S
gts9la4k-irxi,27,100000,Hipotecada,11,Pessoal,F,9000,18.25,0,0.09,6,S
rvwoqlp2-xhzu,23,55000,Hipotecada,7,"Pegamento de dívidas",A,4000,5.42,0,0.07,3,N
zxll6mxb-asty,46,48000,Alugado,1,Educação,F,8400,18.54,1,0.17,16,N
gvjmhaks-cmyk,22,59000,Hipotecada,5,Médico,A,6000,NULL,0,0.1,2,N
rmme30yk-5dmm,24,43680,Alugado,1,Empreendimento,A,10800,5.42,0,0.25,2,N
70kvcs02-j6ar,39,38604,Alugado,9,Médico,B,12800,5.79,0,NULL,4,NULL
1rjl0xus-njrs,27,22800,Alugado,5,Pessoal,C,3500,13.99,1,0.15,10,S
op0bst78-dubz,31,24000,Alugado,0,"Pegamento de dívidas",B,5000,10.99,1,0.21,6,N
hffhlzlr-dbed,22,36000,Alugado,1,Educação,A,1000,8.59,0,0.03,4,N
nwchhdn0-ce5x,33,25000,Alugado,NULL,"Pegamento de dívidas",C,8500,13.43,1,0.34,6,N
pgoixs5z-z7h4,35,40000,Alugado,0,Médico,B,3600,13.49,NULL,NULL,11,S
mj6heeeq-h1p7,NULL,73000,Hipotecada,3,Educação,C,13000,11.97,NULL,0.26,3,S
wmrauoft-38f5,24,35000,Hipotecada,3,Empreendimento,A,3600,6.92,0,0.1,2,N
dehmnsnl-yj8v,27,98004,Alugado,8,"Reforma residencial",A,10000,6.54,0,0.1,10,N
yntrn6wl-b3fq,34,25000,Alugado,0,Empreendimento,B,5325,10.99,0,0.21,7,N
co5ufojx-yl0n,27,56244,Hipotecada,11,"Reforma residencial",C,12000,14.22,0,0.21,8,N
nlizdgjs-d8w9,24,90000,Alugado,1,"Reforma residencial",B,19500,9.76,0,0.22,2,N
5glini6x-apt4,23,25000,Alugado,0,Pessoal,A,2500,6.91,0,0.1,2,N
o6bziaj2-wddp,25,75000,Hipotecada,2,"Pegamento de dívidas",C,12000,NULL,0,0.16,3,S
go1qflzz-6xep,29,61240,Hipotecada,4,Empreendimento,D,7000,NULL,0,0.11,7,S
h2c0l9qu-npil,30,137057,Hipotecada,13,Empreendimento,B,4750,12.18,0,0.03,7,N
e8xngliy-tu1p,23,35000,Hipotecada,7,Empreendimento,A,2100,5.42,0,0.06,2,N
3maogyqw-zh61,24,45000,Alugado,NULL,Educação,D,NULL,NULL,0,0.28,5,N
np15ohkw-hesd,32,86400,Alugado,2,Empreendimento,A,15000,6.03,0,0.17,7,N
tm73ez4b-8ylw,31,58000,Hipotecada,15,Empreendimento,A,8875,NULL,0,0.15,6,N
4avhxx6q-41ed,23,60000,Hipotecada,7,Empreendimento,B,2450,11.48,0,0.04,2,N
guzhozau-pkzc,23,42000,Alugado,2,Empreendimento,A,4000,5.79,0,0.1,4,N
zov7yq6w-7whp,25,47000,Alugado,2,Médico,C,12000,15.96,0,0.26,2,S
r29sm1my-an3t,23,30000,Alugado,2,Empreendimento,A,3000,7.49,0,0.1,2,N
w2qdwo13-49vs,27,57770,Hipotecada,3,Pessoal,B,9975,11.49,0,0.17,5,N
rz0zhavw-uibg,24,95000,Alugado,3,Pessoal,A,12000,7.88,0,0.13,3,N
wfkeidqc-ldc3,23,77000,Alugado,2,"Pegamento de dívidas",B,16000,11.14,0,0.21,3,N
2ohglu3s-ylpb,22,26784,Alugado,6,"Pegamento de dívidas",D,5500,14.74,1,0.21,4,N
ycolggef-pfrb,26,156000,Hipotecada,6,Empreendimento,C,9600,14.27,0,0.06,2,S
mcloxsxp-vqtn,23,33280,Alugado,2,Empreendimento,C,9600,NULL,0,0.29,4,N
jfmryxja-xfa6,24,30000,Alugado,3,Educação,B,6000,11.71,0,0.2,4,N
2mazaq7f-hk4u,33,35000,Hipotecada,3,Educação,B,10000,10.99,0,0.29,9,N
4j8ttq1b-sr6f,22,62000,Própria,NULL,Educação,A,4000,6.76,0,0.06,4,N
1a4v89iz-esyy,28,60000,Alugado,3,Médico,C,25000,13.49,1,0.42,10,N
6iefxw3u-wewh,23,50000,Hipotecada,2,Pessoal,B,4000,11.86,0,0.08,3,N
ddzlzce5-zqd0,37,57552,Hipotecada,0,"Pegamento de dívidas",A,15000,9.63,0,0.26,12,N
llwqxlej-jecg,25,122000,Hipotecada,1,Pessoal,C,35000,13.8,0,0.29,3,S
ike3igjm-93uk,26,88000,Alugado,10,Empreendimento,B,10000,12.69,0,0.11,2,N
hdfe4sau-6tny,24,90000,Própria,8,Médico,C,12000,13.35,0,0.13,3,N
imw2oyfj-97t0,24,42500,Hipotecada,8,"Pegamento de dívidas",C,10000,13.8,0,0.24,2,N
s6szrmaw-k8lx,29,27000,Alugado,4,Médico,A,2000,7.88,0,0.07,6,N
2grdpniu-9jnf,25,45600,Alugado,6,"Pegamento de dívidas",C,5000,NULL,0,0.11,2,N
gqavtxjx-rnub,35,15000,Própria,3,"Reforma residencial",A,3700,9.32,1,0.25,6,N
hhosdtcs-xhoo,26,201450,Hipotecada,2,Médico,E,8000,16.95,1,0.03,4,N
gi9qpnwg-cmfh,32,38052,Alugado,16,Empreendimento,B,3000,11.49,0,0.08,6,N
delmsryh-h3v5,24,130000,Hipotecada,2,Médico,B,1250,10.95,0,0.01,2,N
fqarpqek-okzs,24,90996,Hipotecada,0,Educação,B,8400,10.99,0,0.09,2,N
awudmzww-arsh,22,105000,Hipotecada,3,Pessoal,C,16000,12.73,0,0.15,4,S
irsgqdyo-o3iw,31,26000,Hipotecada,1,"Reforma residencial",C,2400,14.27,0,0.09,9,N
scmnn0mq-ierm,29,89000,Alugado,2,Pessoal,A,7200,NULL,0,0.08,10,N
iemxy8sk-svzc,21,30000,Hipotecada,0,Educação,D,2000,14.46,0,0.07,4,S
ipjkawpk-v3ct,25,54000,Alugado,6,Pessoal,B,20000,8.88,1,0.37,3,N
ct5oepuj-ltfg,31,36996,Alugado,5,Pessoal,A,8000,7.49,0,0.22,6,N
knju6qje-dhrk,39,39000,Alugado,7,"Pegamento de dívidas",B,1500,10.36,1,0.04,16,N
stknkccj-vhwa,27,62000,Alugado,5,"Reforma residencial",B,3000,9.7,0,0.05,9,N
tlmb7jsi-ylpf,24,255000,Hipotecada,9,Educação,A,9600,6.99,0,0.04,2,N
3khquvao-irei,34,118000,Hipotecada,1,Educação,C,25000,11.78,1,0.21,7,N
uiacbyfz-73nr,22,50000,Hipotecada,3,Pessoal,B,6000,11.11,0,0.12,3,N
8dqdd1in-uxc4,34,28500,Alugado,0,Educação,B,9175,12.69,1,0.32,5,N
ywi2uyz3-7gkg,25,75000,Hipotecada,9,Empreendimento,D,7500,12.61,0,0.1,4,S
dsgocvsp-dzrq,29,67992,Hipotecada,0,Empreendimento,A,2000,7.43,0,0.03,7,N
hl30negp-h745,55,75000,Hipotecada,6,Pessoal,D,7700,14.84,0,0.1,18,S
yaqg2kny-ywyb,38,80000,Alugado,0,Educação,B,1500,11.49,0,0.02,16,N
tihlkesc-pbul,28,30000,Alugado,12,Médico,D,10000,17.58,1,0.33,5,N
qjixwzby-mpzj,24,75000,Própria,4,Médico,A,9600,8.94,0,0.13,3,N
kw7fctze-yps3,34,73000,Hipotecada,7,Pessoal,A,20675,NULL,0,0.28,9,N
xo1r3rzn-wi1g,26,35000,Alugado,0,Empreendimento,C,12000,10.91,1,0.34,3,S
r8btlnda-lpf6,23,33000,Alugado,5,"Pegamento de dívidas",D,4800,14.54,1,0.15,3,S
olyanaw1-2dxl,23,60000,Alugado,2,Educação,,25000,NULL,1,0.36,10,S
0x30mdc5-mpkz,27,42000,Alugado,1,Pessoal,B,3000,11.83,0,0.07,9,N
1rxmlvfj-iu5o,21,36800,Hipotecada,5,Educação,A,12400,7.51,0,0.34,4,N
bkjgfi1n-gxso,24,NULL,NULL,8,Pessoal,B,8000,NULL,0,0.28,3,S
lmswmh9l-zztf,22,70600,Hipotecada,6,Médico,C,7450,13.06,0,0.11,4,S
mscpqxhi-hs9h,24,130000,Hipotecada,0,"Reforma residencial",C,15000,14.26,0,0.12,4,S
o7c7xgbq-1hj9,28,47840,Alugado,0,Médico,B,12000,NULL,0,0.25,7,N
gdreomjy-m991,25,48000,Hipotecada,9,"Pegamento de dívidas",C,1000,13.49,0,0.02,3,S
opuzeoyr-pjpy,21,35004,Própria,5,Empreendimento,B,1500,9.62,0,0.04,2,N
9qkhzfhl-igda,22,80000,Hipotecada,6,"Pegamento de dívidas",A,10000,7.14,0,0.13,4,N
6h64hexv-sb4d,23,44000,Hipotecada,4,Educação,A,3200,7.51,0,0.07,4,N
shxfn4ly-hypn,26,45000,Hipotecada,1,"Pegamento de dívidas",A,1500,7.05,0,0.03,2,N
rkhlhhr1-dbyf,24,33600,Alugado,0,NULL,C,8000,NULL,0,0.15,9,S
g7euquzi-qmnn,23,24000,Hipotecada,1,Educação,B,5600,9.63,0,0.23,3,N
aluaj2ds-wjbp,22,54800,Própria,7,Educação,A,8000,NULL,0,0.15,2,N
rfpdewpe-iomh,22,46000,Hipotecada,0,Médico,B,8000,12.53,1,0.17,3,N
jawt1bxk-u8wa,22,40000,Alugado,6,Pessoal,D,13225,16.77,1,0.33,2,S
as3hstkl-mhyt,23,87000,Hipotecada,7,Educação,A,3500,9.32,0,0.04,3,N
qafxhwcb-esyy,22,45900,Alugado,3,Educação,A,5750,8.94,0,0.13,3,N
cnrsjphh-tjqe,28,NULL,Alugado,9,Pessoal,A,5000,10,0,0.06,16,NULL
guq8aiu8-3siu,27,60000,Alugado,3,Pessoal,C,4800,13.35,0,0.08,9,S
8h0e5tw0-qquz,23,34500,Alugado,3,"Pegamento de dívidas",B,4000,11.49,0,0.12,4,N
kk4h7dza-g8sq,26,70000,Alugado,6,"Reforma residencial",A,12000,6.99,0,0.17,3,N
p60upzd8-fngp,29,36000,Alugado,6,Empreendimento,A,12000,7.49,1,0.33,7,N
ipqik4jt-7qlm,26,51500,Hipotecada,3,"Reforma residencial",D,9600,15.21,0,0.19,4,S
slb10zup-ow9g,22,21000,Alugado,5,Médico,B,4800,10.75,0,0.23,3,N
iz0frthz-rz4r,31,53000,Hipotecada,7,Empreendimento,C,4550,11.03,0,0.09,6,S
7xrjjykf-4lek,39,200000,Hipotecada,19,Educação,B,18000,10.99,0,0.09,13,N
4kfcpmfz-dxli,23,30000,Hipotecada,4,NULL,B,9250,15.65,1,0.29,7,NULL
nskjjt0h-srs5,23,45000,Alugado,3,"Pegamento de dívidas",A,5000,9.32,0,0.11,4,N
1xo1sdgn-szfx,21,18456,Alugado,2,Médico,C,3500,13.35,1,0.19,3,N
ulisscpc-25g4,27,36000,Alugado,7,Educação,D,16000,15.7,1,0.44,9,N
djufopil-0gnr,27,100000,Hipotecada,11,Pessoal,A,12000,NULL,0,0.12,6,N
9urjcuzx-tiih,21,74000,Hipotecada,5,Empreendimento,B,25000,12.69,0,0.34,3,N
olepmih6-ues4,23,75000,Alugado,2,Pessoal,B,7000,6,0,0.09,3,N
u51qq5ib-tfq0,29,29000,Alugado,1,"Reforma residencial",A,9000,6.54,1,0.31,9,N
qgwsr0gp-wkzc,33,140000,Hipotecada,14,"Pegamento de dívidas",A,9600,6.91,0,0.07,5,N
prj4cwmf-z8lq,26,7904,Hipotecada,0,"Reforma residencial",B,500,10.71,0,0.06,3,N
oahapyxe-yjsc,21,35364,Alugado,3,Empreendimento,B,10000,NULL,0,0.28,4,N
ef6zgckd-8s7g,22,42000,Alugado,2,Educação,A,6500,5.99,0,0.15,2,N
zngqhwsl-3phh,25,60000,Hipotecada,2,Pessoal,B,10000,12.21,0,0.17,3,N
qn0877rc-ezbk,26,32352,Alugado,0,Empreendimento,D,5000,14.84,1,0.15,4,N
kbegvxpa-xnwn,24,36000,Alugado,8,Empreendimento,E,15450,13.43,1,0.43,2,N
3yllc4di-kx3o,28,83000,Hipotecada,9,"Pegamento de dívidas",B,12000,10.74,0,0.14,6,N
wep9qx6p-fake,24,44000,Alugado,0,Pessoal,A,2000,8,1,0.05,4,N
v8z0la4b-ccwq,22,51996,Alugado,3,"Reforma residencial",C,14500,13.16,1,0.28,2,S
eetjlp3d-6dwn,22,31760,Alugado,3,Pessoal,B,12875,12.53,1,0.41,4,N
qo3ecti5-ntfr,22,71400,Hipotecada,NULL,Educação,B,3000,10.99,0,0.04,3,N
wygcjhhs-t0y6,31,60000,Hipotecada,3,Empreendimento,A,3600,7.68,0,0.06,9,N
fjkaqke7-0ejp,44,175000,Hipotecada,9,"Reforma residencial",A,15000,7.66,0,0.09,17,N
dcivpvsn-9pbi,33,400000,Hipotecada,9,Médico,A,15000,6.03,0,0.04,6,N
smtqeoo9-wp3g,24,33321,Própria,4,Empreendimento,C,12250,13.11,0,0.37,4,S
vq8eburr-ktrs,28,82000,Alugado,12,Empreendimento,G,16750,20.11,1,0.2,6,N
tap7aubq-fn0g,29,159996,Própria,1,"Reforma residencial",B,10000,11.86,0,0.06,7,N
0iyuc4h2-ccgo,23,99670,Hipotecada,2,Pessoal,D,5500,14.74,0,0.06,4,N
potsmtcb-okty,22,30000,Alugado,2,Educação,E,5300,17.99,1,0.18,4,S
0jsmiyux-summ,23,25000,Alugado,1,Educação,B,5000,10.99,0,0.2,4,N
yzkazhvi-8m9h,25,19200,Alugado,5,"Reforma residencial",B,4000,NULL,1,0.21,3,N
eydmxn83-z7op,23,57600,Alugado,5,Médico,C,7500,13.85,0,0.13,3,N
oka1obdb-9o0l,23,80000,Hipotecada,NULL,Empreendimento,A,15000,11.36,0,0.16,7,NULL
sez3fsvj-smgl,29,38000,Alugado,13,"Pegamento de dívidas",A,15000,6.91,1,0.39,8,N
gdsqqb6x-ny2u,35,80000,Própria,5,Empreendimento,D,15000,15.99,0,0.19,5,S
zftj4thj-yuvs,22,25500,Hipotecada,0,Empreendimento,A,7000,6.99,0,0.27,2,N
jwtfhpsd-jm6x,24,35004,Própria,8,"Pegamento de dívidas",D,8000,14.96,0,0.23,4,N
psnsvs3r-orik,26,33800,Hipotecada,9,Empreendimento,,NULL,14.65,0,0.25,3,S
vpoxdy7p-g6zi,32,100000,Alugado,3,"Reforma residencial",C,5000,NULL,0,0.05,6,N
s7pyjbwl-5pie,22,60000,Hipotecada,5,Empreendimento,A,5600,7.49,0,0.09,3,N
sdev5paw-ydjx,22,24000,Alugado,0,Pessoal,E,1500,18.79,1,0.06,4,S
yitec9yk-2exh,26,54000,Alugado,3,"Reforma residencial",E,13000,17.93,0,0.24,2,S
ikyd1l0k-fre5,48,29120,Alugado,0,"Pegamento de dívidas",D,3000,12.49,1,0.1,14,S
scgstzmf-mzxg,37,73000,Hipotecada,4,"Pegamento de dívidas",A,5000,5.99,0,0.07,15,N
jmsnmdya-brl5,29,32000,NULL,13,Educação,B,NULL,13.67,1,0.04,2,N
jclkcybe-0ibg,28,35500,Hipotecada,12,Empreendimento,A,9600,5.42,0,0.27,8,N
abuy6cqu-6khb,22,18996,Alugado,NULL,Educação,D,15000,7.49,0,NULL,3,N
yr2ltold-w44m,21,16200,Alugado,3,Educação,A,1200,7.49,0,0.07,3,N
ybhniovi-feaf,27,35000,Própria,2,"Reforma residencial",B,6000,11.99,0,0.17,10,N
th1ammat-bobr,50,36000,Alugado,0,Empreendimento,B,5000,10.37,0,0.14,16,N
ad8zaubo-cbou,23,39000,Hipotecada,0,Empreendimento,C,3000,12.53,0,0.08,4,S
cikpgio1-hawe,35,117000,Alugado,8,Pessoal,A,15000,9.63,0,0.13,8,N
0hbmyff4-aekq,22,100000,Alugado,3,Médico,A,1200,8.59,0,0.01,2,N
ilnampsg-h5bt,34,65000,Hipotecada,8,Empreendimento,B,13750,NULL,0,0.21,5,N
hist45if-0zha,26,70000,Hipotecada,1,Empreendimento,B,25000,NULL,0,0.36,4,N
emrjvfln-4xz8,22,53000,Alugado,5,Educação,C,25000,13.43,1,0.47,4,S
7lnsg5s4-w8h5,22,31680,Alugado,6,Educação,B,6000,11.12,0,0.19,4,N
cnuze8x5-iwfp,21,30000,Alugado,0,Médico,B,1000,10.99,0,0.03,2,N
iwk6pzuh-nzxa,23,64000,Alugado,2,Pessoal,B,16000,10.74,0,0.25,3,N
voe8grno-olqw,26,95000,Alugado,7,"Reforma residencial",C,31050,14.17,1,0.33,3,S
ebo3c1yl-bgs0,22,46000,Hipotecada,3,"Pegamento de dívidas",A,6000,7.68,0,0.13,2,N
gvnfo1e9-0yvd,22,32000,Alugado,0,Médico,B,3200,10.2,0,0.1,4,N
utvpo9uw-kbsf,29,70000,Alugado,9,Pessoal,B,8000,12.53,0,0.11,5,N
k1f9hpld-dbu2,25,33000,Hipotecada,6,Educação,A,8000,6.62,0,0.24,4,N
eutuetnm-fgpp,31,31692,Alugado,2,Empreendimento,D,13150,13.24,1,0.41,5,S
bsloms5u-mhhl,24,115000,Própria,8,"Pegamento de dívidas",D,35000,16.89,0,0.3,4,S
sgrdjuso-uwn8,23,29000,Alugado,0,Empreendimento,F,8000,18.3,1,0.28,2,N
brwq2nql-ttcy,27,86000,Alugado,4,Educação,A,12000,7.51,0,0.14,8,N
ep12msmv-sfou,26,29000,Alugado,6,Médico,C,5000,12.99,1,0.17,2,S
y8jwrgaq-isja,26,68500,Hipotecada,7,Médico,A,9000,7.88,0,0.13,4,N
5fg907je-5s5m,23,120000,Alugado,3,Empreendimento,A,3725,8.49,0,0.03,2,N
euq9k8zy-3bub,28,52000,Alugado,0,"Reforma residencial",C,12000,13.35,0,0.23,5,N
8nq4ygd7-be5s,21,45000,Alugado,0,Educação,C,4000,NULL,0,0.09,3,N
u5zxorre-q6p1,26,57450,Alugado,4,Médico,C,2000,13.35,0,0.03,2,S
uyo736xc-uqy5,23,50000,Alugado,5,Educação,A,10000,7.51,0,0.2,3,N
